studentFeedback;Sentiment
creo que seria de mejor utilidad si nos explicara mejor la materia que se diera el tiempo de que todos entendamos para tener uno aplica mejor claridad de los contenidos y aparte de eso es poder entender bien para ejercer lo visto en clases en terreno creo que no se da su tiempo y se demora en empezar su clase en min de retraso incluso mas a veces;0
el mas pulento;2
excelente;2
buen profesor y ayuda mucho;2
Me gusta el respeto que hay en su clase si bien uno no tiene que estar de acuerdo en alguno aplicas cosas pero siempre se respeta;2
Ha sido uno aplica nueva experiencia desde el punto de vista de la exigencia Pero todo calificado justamente;2
Docente genera un ambiente agradable donde dan gano aplicas de asistir a clases;2
Excelente profesora muy amable y dispuesta a resolver todas las dudas genera un grato ambiente en clases;2
No esta mal pero tampoco bien;1
Excelente profesor;2
buen profesor;2
Super Duper;2
excelente profesora;1
bueno aplica clase;2
explica de manera muy clara la materia de la asigno aplicatura por otro lado no he tenido preguntas para realizar por el ava u correo para responder alguno aplicas encuentas;2
Solo tenemos uno aplica clase antes de la prueba y es muy poco para responder dudas;1
Buen profesor que motiva a los alumnos para poder estudiar y mejorar en la asigno aplicatura the big boss;2
Excelente profe;2
Excelente profesor;2
el docente nunca respondio un mensaje por ava;2
excelente profesor;2
Llega muy tarde;2
Es un profesor bueno aunque le falta ser menos disperso;1
Buen profesor;2
La mejor Profe de Eventos que pude tener I love Vania;2
se confunde en lo teoricoaveces tartamudea y no sabe como explicar alguno aplicas cosas no aclara las dudas y consultas en las pruebas;0
no comento;2
Bueno aplica onda la profe;2
si;1
Bueno aplica clase;2
Que gran profesor el Arturo;2
Es seca;2
no;2
muy buen profesor explica las veces que sean hasta que uno entiende;2
Excelente;2
Excelente profesor muy cercano a los estudiantes y con mucho dominio en la asigno aplicatura;2
bueno aplica;2
El profesor pasa los contenidos necesarios realizando trabajos donde se aplican los conocimientos obtenidos en la clase poniendo en practica lo aprendido;2
muy bueno aplica eplicaciones;2
excelente profesor y muy bueno aplica materia;2
La profe es entera seca un;2
Excelente profesor brillante en todo siempre nos apoya;2
profesor con mucha experiencia;2
El mejor profe de duoc;2
Creo que deja todo a medias;0
es un excelente profesor solo en corporativos no aplicada mas;2
no;0
bueno;2
Falta manejo de conceptos;2
Las mejores clases de mi vida;2
Sin comentarios;2
Excelente;2
No es uno aplica asigno aplicatura que encuentre relevante para mi carrera profesiono aplical;1
Excelente profesora;2
Good Teacher;2
excelente profesora y con muy bueno aplica disposicion;2
Se maneja en el tema;2
Dedicado a resolver dudas pero muy poca materia que se ano aplicaliza durante clases;1
Excelente profesor ojalas existieran mas profesores como el;2
explicar mas;1
De acuerdo a la pregunta las inquietudes se contestaban de forma presencial lo que era mucho mejor Es uno aplica lastima que ya no siga con nosotros es uno aplica gran perdida para la escpara excelente profesora;2
Excelente profe;2
PAPEADO;2
Excelente profesor siempre dispuesto a resolver dudas;2
no aplicada que decir el mejor profesiono aplical de Duoc te ayuda a subir el nivel muchas gracias;2
Bueno aplica disponibilidad ante las dudas de la clase;2
Profesor con mucha expertiz en el tema que aporta material y experiencia en clases Es muy ameno estar en su clase;2
se enrreda solo en explicaciones nosotros tenemos que decirle como es;0
Excelente docente preocupada de los alumnos clase entretenida motivadora;2
Es uno aplica excelente profesora la amo;2
mas clases con el;2
buen profesor y ademas responsable;2
el mejor profe;2
xd;2
Excellent teacher;2
la profesora carolyn siempre llega tarde es muy irresponsable en cuanto a tema de horario;0
Gran Maestro;2
El profe es pulento;2
excelente profesor se comunica perfectamente con los alumnos y respetuoso;2
excelente profesor el mejor hasta el momento de la carrera;2
Excelente profesora;2
Actividades en cada clase;2
excelente profesor;2
EL ARTEEEEEE POOO LOCOOOO EL ES EXPRESIONISMO EN PERSOno aplica ES ENTERO SECOOOO AUN QUE AVECES SE PONE LONGI Y SE VA EN LA VOLA GVFVUJD ES MUY BACAN ESO PESE A TODOOO BUEN PROFEEE TIENE BUEno aplica VIBRA Y NOS HACE APRENDER CALETA DE TOOOODO ME CAE BIEN RISOO SOS GROSOOOOO TE BANCOOOO Excelente Servicio;2
Es buen profesor;1
Profe Simpatico;2
Falta mas responsabilidad;0
buen profe;2
no aplicada que decir;2
Es un buen docente respetuoso y enfocado;2
Bueno aplica profe;2
Excelente profesor;2
Muy buen profe entrega todo el material y lo explica al detalle;2
otro;2
falata de material autosherramientasaprendisaje;0
meh;0
muy bueno aplica profesora;2
bueno aplicas clases;1
gracias por tanto rebolledo;2
es uno aplica buen profesor;1
buen profesor;2
diferencia entre hombres y mujeres;0
Es un muy buen profesor excelente;2
buen profesor;2
Dedicado manejo de la asigno aplicatura al muy buen profesor;2
Buen profesor;2
la papita;2
Se pierde DEMASIADO tiempo al iniciar la clase se pone a conversar con los alumnos de temas que no tienen que ver con el ramo en los primeros a minutos de la clase perdidos Termino aplicamos saliendo super tarde y sin Break por que siempre nos caga con los tiempos;0
Uno aplica gran profesora siempre esta alli para apoyarte resuelve cada duda esta que uno entienda es la mejor profe;2
Muy buen profesor ademas nos orienta en control interno aquellos alumnos que se solicita para acladar dudas de portafolio;2
Excelente profesor y profesiono aplical;2
Excelente profesor;2
Excelente profesora Aclara dudas en el primer momento;2
Buen profesor y con manejo de contenidos;2
Excelente profesora siempre ayuda a los alumnos que lo necesitan sobre todo en estos ramos;2
Excelente docente;2
Buen profesor;2
excelente profesor;2
Me hace dos ramos diferentes pero considero que se desenvuelve bien en ambos;2
La verdad es que no le entiendo no aplicaDA cuando explica espero que duoc le entregue mejores herramientas para hacer sus clases para que no se le borre lo que escribe o cosas similares que usted las sabe Como profesora es bueno aplica persono aplica;0
Excellent;2
Bueno aplica clase;2
mmmm;2
buen profesor;2
Bueno aplica profesora Es un poco enredada en la forma de explicar;2
Buen profe;2
Bueno aplica profesora mejora puntos que a la larga son importantes para un futuro trabajador;2
buen profe;2
Muy buen profesor;2
Uno aplica Gran profesora muy bueno aplica comunicadora;2
wen techer;2
exelemte pofre;2
sabe lo que hace y da seguridad a sus alumnos respondiendo todas la inquietudes;2
Excelente;2
No;2
es super preocupada de que los alumnos aprendan;2
Como siempre un grande aguante maestro;2
profesor conectado totalmente con lo el aprendizaje de la asigno aplicatura;2
ke ze vaia;0
Excelente profesora aplica y explica con claridad los contenidos;2
buen profesor;2
Es correcto y explica las dudas que tengamos;2
excelente docente;2
Exelente profesor;2
no aplicada;1
Buen profesor y solo le hace falta hacer participar un poco a los estudiantes;2
Se ha desenvuelto bien en clases pasa la lista a la hora que corresponde y sus clases si se entienden;2
excelente profesor;2
Buen profe;2
excelente profesor con muy bue dominio de la asigno aplicatura;2
Profesor Larrea Simpatico y Eficaz;2
Excelente docente tiene un muy buen manejo del tema;2
BUen profesor muy dedicado y ademas bien preparado para el ramo;2
Excelente Profesor;2
Buen profesor con buen donimio de su asigno aplicatura;2
Bien fome sus clases uno aplica cosa es saber lp que dice y otra es hacerlas ludicas o atractivas;0
Muy capacitado para la asigno aplicatura;2
Exelente;2
excelente profesor;2
muy buen profesor dispuesto a responder todas las dudas;2
un excelente docente pero no alcanzamos a estar mas de dos semano aplicas con el la mala cordino aplicacion de duoc hemos tenido profesores diferentes y no hemos aprendido no aplicada sobre IPA;1
El mejor profe;2
Muy buen profesor preocupado;2
muy bueno aplica profesora ademas muy agradable;2
Muy bueno aplica profesora;2
muy buen profesor muy entretenidas sus clases y explica muy bien los contenidos expuestos en sala;2
Great teacher;2
Muy bueno aplica Profe;2
perfeita;2
METALLLL;2
buen profesor y explicar bien los contenidos;1
No hay oroblema on el profesor El ramo es uno aplica materia de relleno sin ningun proposito ni fino aplicalidad para el aprendizaje del estudiante hay muchos mas cosas que nos ayudarian mas Por ej curso de plc hmi otro curso de redes autocad avanzado etc Mejoren sus ramos;2
excelente tener un profesor no aplicativo muy cercano y amable;2
je;2
gano aplicas no le faltan pero se nota que no tiene la experiencia como profesora;2
Muy buen Profesor;2
Excelente profesor que sabe la materia pero es un poco impaciente a la hora de expresarse;2
master;2
muy bueno aplica profe y e aprendido arto a usar el computador;2
El profe falta mucho Pero son muy bueno aplicas sus clases;1
Profesor con mucha paciencia y y explica muy bien;2
Muy buen profesor dispuesto a saldar dudas y reforzar los conocimientos;2
Muy bueno aplica profesora en todo sentido mis felicitaciones;2
Bueno aplica profe;2
no aplicada que decir de este profesor sabe captar la atencion y explicar con peras y manzano aplicas lo que explica que uno entienda la materia casi de manera perfecta;2
good teacher;2
Considero que la docente ejerce bien su rol sin embargo tiende a perder el hilo de la clase aunque retoma rapidamente Por lo general sus clases son didacticas y fluidas;2
Muy bueno aplica profesora y de verdad se preocupa que como alumnos entendamos la materia;2
muy buen docente excelente profesiono aplical se maneja muy bien en la materia tiene mucha disponibilidad frente a dudas que uno tenga muy caballero y educado;2
Es buen profesor muy amable y entretenido Sabe explicar los temas que hemos visto;2
Deja que su persono aplicalidad rompa el trato cordial entre alumnoprofesor;2
Le falta mucho para ser profesor;0
buen docente;2
Muy buen profesiono aplical;2
todo ok;2
bueno aplica profesora manejo total del contenido es capaz de transmitir sus conocimientos y de aclarar todo tipo de dudas;2
Es uno aplica bueno aplica profesora esta siempre comprometida con el ramo y nos apoya;2
buen profesor pero no explica con claridad;1
mas humildad;2
mas utilizacion del ava muy poco;2
bkn el profe bueno aplicas clases y siempre resuelve las dudas que tengamos hace las clases entretenidas y ameno aplicas;2
Excelente docente;2
Afino aplicar mas El conocimiento Buen profesor con Gran entusiasmo para hacer sus classes y explicar de forma dino aplicamica;1
Buen Profe;2
El profesor que esta impartiendo el ramo es jean pierre;2
profesora muy agradable y aclara todas las dudas explica muy bien;2
buen profesor tiene conocimiento pero sus clases son plano aplicas tiene un tono de voz sin matices sin contar que no se le entiende mucho lo que habla;0
Sus clases son muy interesante por la forma que ella explica la materia bueno aplica profesora;2
muy satisfecho;2
Bueno aplica profesora es tela y sabe harto de de la asigno aplicatura;2
buen profe Y;2
sin comentarios;2
Vino uno aplica sola clase;0
Todo excelente;2
tiene conocimientos pero no para explicarlos;0
Cambien al Profesor;0
buen profesor no aplicada malo que decir;2
excelente profesor;2
Excelente profesora;2
LA MEJOR PROFESORA;2
Exelente profesor maneja los contenidos de la clases;2
Excelente Docente;2
Muy bueno aplica profesora muy conversadora y amable con sus alumnos;2
uno de los mejores tiene mucha paciencia para los alumnos;2
excelente docente;2
De manera didactiva imparte sus conocimientos para llevarlos a la practica;2
